항목,부서경로,데이터종류,연도,종류,월,구분,주차,값,원본셀,연도구분
quality,제품1 / 실패비용,`26 목표,2026,목표,2,주차,W8,245.345333,품질!N21,당해
quality,제품1 / 실패비용,`26 목표,2026,목표,2,주차,W9,245.345333,품질!O21,당해
quality,제품1 / 실패비용,`26 목표,2026,목표,3,월계,,146.676182,품질!P21,당해
quality,제품1 / 실패비용,`26 목표,2026,목표,3,주차,W10,146.676182,품질!Q21,당해
quality,제품1 / 실패비용,`26 목표,2026,목표,3,주차,W11,146.676182,품질!R21,당해
quality,제품1 / 실패비용,`26 목표,2026,목표,3,주차,W12,146.676182,품질!S21,당해
quality,제품1 / 실패비용,`26 목표,2026,목표,3,주차,W13,146.676182,품질!T21,당해
quality,제품1 / 실패비용,`26 목표,2026,목표,3,주차,W14,146.676182,품질!U21,당해
quality,제품1 / 실패비용,`26 목표,2026,목표,4,월계,,249.673127,품질!V21,당해
quality,제품1 / 실패비용,`26 목표,2026,목표,4,주차,W14,249.673127,품질!W21,당해
quality,제품1 / 실패비용,`26 목표,2026,목표,4,주차,W15,249.673127,품질!X21,당해
quality,제품1 / 실패비용,`26 목표,2026,목표,4,주차,W16,249.673127,품질!Y21,당해
quality,제품1 / 실패비용,`26 목표,2026,목표,4,주차,W17,249.673127,품질!Z21,당해
quality,제품1 / 실패비용,`26 목표,2026,목표,4,주차,W18,249.673127,품질!AA21,당해
quality,제품1 / 실패비용,`26 실적,2026,실적,1,월계,,159.260908,품질!E22,당해
quality,제품1 / 실패비용,`26 실적,2026,실적,1,주차,W1,228.088062,품질!F22,당해
quality,제품1 / 실패비용,`26 실적,2026,실적,1,주차,W2,228.088062,품질!G22,당해
quality,제품1 / 실패비용,`26 실적,2026,실적,1,주차,W3,228.088062,품질!H22,당해
quality,제품1 / 실패비용,`26 실적,2026,실적,1,주차,W4,228.088062,품질!I22,당해
quality,제품1 / 실패비용,`26 실적,2026,실적,1,주차,W5,228.088062,품질!J22,당해
quality,제품1 / 실패비용,`26 실적,2026,실적,2,월계,,220.057543,품질!K22,당해
quality,제품1 / 실패비용,`26 실적,2026,실적,2,주차,W6,253.317169,품질!L22,당해
quality,제품1 / 실패비용,`26 실적,2026,실적,2,주차,W7,90.249317,품질!M22,당해
quality,제품1 / 실패비용,`26 실적,2026,실적,2,주차,W8,91.802605,품질!N22,당해
quality,제품1 / 실패비용,`26 실적,2026,실적,2,주차,W9,90.249317,품질!O22,당해
quality,제품1 / 실패비용,`26 실적,2026,실적,3,월계,,140.342576,품질!P22,당해
quality,제품1 / 실패비용,`26 실적,2026,실적,3,주차,W10,272.262993,품질!Q22,당해
quality,제품1 / 실패비용,`26 실적,2026,실적,3,주차,W11,99.082321,품질!R22,당해
quality,제품1 / 실패비용,`26 실적,2026,실적,3,주차,W12,139.06323,품질!S22,당해
quality,제품1 / 실패비용,`26 실적,2026,실적,3,주차,W13,272.262993,품질!T22,당해
quality,제품1 / 실패비용,`26 실적,2026,실적,3,주차,W14,139.06323,품질!U22,당해
quality,제품1 / 실패비용,`26 실적,2026,실적,4,월계,,253.67047,품질!V22,당해
quality,제품1 / 실패비용,`26 실적,2026,실적,4,주차,W14,224.402658,품질!W22,당해
quality,제품1 / 유상수익,`25 실적,2025,실적,1,월계,,195.279123,품질!E23,전년
quality,제품1 / 유상수익,`25 실적,2025,실적,1,주차,W1,195.279123,품질!F23,전년
quality,제품1 / 유상수익,`25 실적,2025,실적,1,주차,W2,195.279123,품질!G23,전년
quality,제품1 / 유상수익,`25 실적,2025,실적,1,주차,W3,195.279123,품질!H23,전년
quality,제품1 / 유상수익,`25 실적,2025,실적,1,주차,W4,195.279123,품질!I23,전년
quality,제품1 / 유상수익,`25 실적,2025,실적,1,주차,W5,195.279123,품질!J23,전년
quality,제품1 / 유상수익,`25 실적,2025,실적,2,월계,,112.927961,품질!K23,전년
quality,제품1 / 유상수익,`25 실적,2025,실적,2,주차,W6,112.927961,품질!L23,전년
quality,제품1 / 유상수익,`25 실적,2025,실적,2,주차,W7,112.927961,품질!M23,전년
quality,제품1 / 유상수익,`25 실적,2025,실적,2,주차,W8,112.927961,품질!N23,전년
quality,제품1 / 유상수익,`25 실적,2025,실적,2,주차,W9,112.927961,품질!O23,전년
quality,제품1 / 유상수익,`25 실적,2025,실적,3,월계,,100.298127,품질!P23,전년
quality,제품1 / 유상수익,`25 실적,2025,실적,3,주차,W10,100.298127,품질!Q23,전년
quality,제품1 / 유상수익,`25 실적,2025,실적,3,주차,W11,100.298127,품질!R23,전년
quality,제품1 / 유상수익,`25 실적,2025,실적,3,주차,W12,100.298127,품질!S23,전년
quality,제품1 / 유상수익,`25 실적,2025,실적,3,주차,W13,100.298127,품질!T23,전년
quality,제품1 / 유상수익,`25 실적,2025,실적,3,주차,W14,100.298127,품질!U23,전년
quality,제품1 / 유상수익,`25 실적,2025,실적,4,월계,,234.3801,품질!V23,전년
quality,제품1 / 유상수익,`25 실적,2025,실적,4,주차,W14,234.3801,품질!W23,전년
quality,제품1 / 유상수익,`25 실적,2025,실적,4,주차,W15,234.3801,품질!X23,전년
quality,제품1 / 유상수익,`25 실적,2025,실적,4,주차,W16,234.3801,품질!Y23,전년
quality,제품1 / 유상수익,`25 실적,2025,실적,4,주차,W17,234.3801,품질!Z23,전년
quality,제품1 / 유상수익,`25 실적,2025,실적,4,주차,W18,234.3801,품질!AA23,전년
quality,제품1 / 유상수익,`26 목표,2026,목표,1,월계,,166.007312,품질!E24,당해
quality,제품1 / 유상수익,`26 목표,2026,목표,1,주차,W1,166.007312,품질!F24,당해
quality,제품1 / 유상수익,`26 목표,2026,목표,1,주차,W2,166.007312,품질!G24,당해
quality,제품1 / 유상수익,`26 목표,2026,목표,1,주차,W3,166.007312,품질!H24,당해
quality,제품1 / 유상수익,`26 목표,2026,목표,1,주차,W4,166.007312,품질!I24,당해
quality,제품1 / 유상수익,`26 목표,2026,목표,1,주차,W5,166.007312,품질!J24,당해
quality,제품1 / 유상수익,`26 목표,2026,목표,2,월계,,93.132691,품질!K24,당해
quality,제품1 / 유상수익,`26 목표,2026,목표,2,주차,W6,93.132691,품질!L24,당해
quality,제품1 / 유상수익,`26 목표,2026,목표,2,주차,W7,93.132691,품질!M24,당해
quality,제품1 / 유상수익,`26 목표,2026,목표,2,주차,W8,93.132691,품질!N24,당해
quality,제품1 / 유상수익,`26 목표,2026,목표,2,주차,W9,93.132691,품질!O24,당해
quality,제품1 / 유상수익,`26 목표,2026,목표,3,월계,,85.795256,품질!P24,당해
quality,제품1 / 유상수익,`26 목표,2026,목표,3,주차,W10,85.795256,품질!Q24,당해
quality,제품1 / 유상수익,`26 목표,2026,목표,3,주차,W11,85.795256,품질!R24,당해
quality,제품1 / 유상수익,`26 목표,2026,목표,3,주차,W12,85.795256,품질!S24,당해
quality,제품1 / 유상수익,`26 목표,2026,목표,3,주차,W13,85.795256,품질!T24,당해
quality,제품1 / 유상수익,`26 목표,2026,목표,3,주차,W14,85.795256,품질!U24,당해
quality,제품1 / 유상수익,`26 목표,2026,목표,4,월계,,101.807381,품질!V24,당해
quality,제품1 / 유상수익,`26 목표,2026,목표,4,주차,W14,101.807381,품질!W24,당해
quality,제품1 / 유상수익,`26 목표,2026,목표,4,주차,W15,101.807381,품질!X24,당해
quality,제품1 / 유상수익,`26 목표,2026,목표,4,주차,W16,101.807381,품질!Y24,당해
quality,제품1 / 유상수익,`26 목표,2026,목표,4,주차,W17,101.807381,품질!Z24,당해
quality,제품1 / 유상수익,`26 목표,2026,목표,4,주차,W18,101.807381,품질!AA24,당해
quality,제품1 / 유상수익,`26 실적,2026,실적,1,월계,,177.679,품질!E25,당해
quality,제품1 / 유상수익,`26 실적,2026,실적,1,주차,W1,166.007312,품질!F25,당해
quality,제품1 / 유상수익,`26 실적,2026,실적,1,주차,W2,166.007312,품질!G25,당해
quality,제품1 / 유상수익,`26 실적,2026,실적,1,주차,W3,166.007312,품질!H25,당해
quality,제품1 / 유상수익,`26 실적,2026,실적,1,주차,W4,166.007312,품질!I25,당해
quality,제품1 / 유상수익,`26 실적,2026,실적,1,주차,W5,166.007312,품질!J25,당해
quality,제품1 / 유상수익,`26 실적,2026,실적,2,월계,,117.68871,품질!K25,당해
quality,제품1 / 유상수익,`26 실적,2026,실적,2,주차,W6,65.281219,품질!L25,당해
quality,제품1 / 유상수익,`26 실적,2026,실적,2,주차,W9,70.189122,품질!O25,당해
quality,제품1 / 유상수익,`26 실적,2026,실적,3,월계,,187.149505,품질!P25,당해
quality,제품1 / 유상수익,`26 실적,2026,실적,3,주차,W10,224.059,품질!Q25,당해
quality,제품1 / 유상수익,`26 실적,2026,실적,3,주차,W11,215.692347,품질!R25,당해
quality,제품1 / 유상수익,`26 실적,2026,실적,3,주차,W12,203.171,품질!S25,당해
quality,제품1 / 유상수익,`26 실적,2026,실적,3,주차,W13,203.171,품질!T25,당해
quality,제품1 / 유상수익,`26 실적,2026,실적,3,주차,W14,203.171,품질!U25,당해
quality,제품1 / 유상수익,`26 실적,2026,실적,4,월계,,203.674,품질!V25,당해
quality,제품1 / 유상수익,`26 실적,2026,실적,4,주차,W14,126.603566,품질!W25,당해
quality,제품2 / 실패비용,`25 실적,2025,실적,1,월계,,8.32505084,품질!E31,전년
quality,제품2 / 실패비용,`25 실적,2025,실적,1,주차,W1,8.32505084,품질!F31,전년
quality,제품2 / 실패비용,`25 실적,2025,실적,1,주차,W2,8.32505084,품질!G31,전년
quality,제품2 / 실패비용,`25 실적,2025,실적,1,주차,W3,8.32505084,품질!H31,전년
quality,제품2 / 실패비용,`25 실적,2025,실적,1,주차,W4,8.32505084,품질!I31,전년
quality,제품2 / 실패비용,`25 실적,2025,실적,1,주차,W5,8.32505084,품질!J31,전년
quality,제품2 / 실패비용,`25 실적,2025,실적,2,월계,,4.65406677,품질!K31,전년
quality,제품2 / 실패비용,`25 실적,2025,실적,2,주차,W6,4.65406677,품질!L31,전년
quality,제품2 / 실패비용,`25 실적,2025,실적,2,주차,W7,4.65406677,품질!M31,전년
quality,제품2 / 실패비용,`25 실적,2025,실적,2,주차,W8,4.65406677,품질!N31,전년
quality,제품2 / 실패비용,`25 실적,2025,실적,2,주차,W9,4.65406677,품질!O31,전년
quality,제품2 / 실패비용,`25 실적,2025,실적,3,월계,,3.45296841,품질!P31,전년
quality,제품2 / 실패비용,`25 실적,2025,실적,3,주차,W10,3.45296841,품질!Q31,전년
quality,제품2 / 실패비용,`25 실적,2025,실적,3,주차,W11,3.45296841,품질!R31,전년
quality,제품2 / 실패비용,`25 실적,2025,실적,3,주차,W12,3.45296841,품질!S31,전년
quality,제품2 / 실패비용,`25 실적,2025,실적,3,주차,W13,3.45296841,품질!T31,전년
quality,제품2 / 실패비용,`25 실적,2025,실적,3,주차,W14,3.45296841,품질!U31,전년
quality,제품2 / 실패비용,`25 실적,2025,실적,4,월계,,9.14021188,품질!V31,전년
quality,제품2 / 실패비용,`25 실적,2025,실적,4,주차,W14,9.14021188,품질!W31,전년
quality,제품2 / 실패비용,`25 실적,2025,실적,4,주차,W15,9.14021188,품질!X31,전년
quality,제품2 / 실패비용,`25 실적,2025,실적,4,주차,W16,9.14021188,품질!Y31,전년
quality,제품2 / 실패비용,`25 실적,2025,실적,4,주차,W17,9.14021188,품질!Z31,전년
quality,제품2 / 실패비용,`25 실적,2025,실적,4,주차,W18,9.14021188,품질!AA31,전년
quality,제품2 / 실패비용,`26 목표,2026,목표,1,월계,,6.19184725,품질!E32,당해
quality,제품2 / 실패비용,`26 목표,2026,목표,1,주차,W1,6.19184725,품질!F32,당해
quality,제품2 / 실패비용,`26 목표,2026,목표,1,주차,W2,6.19184725,품질!G32,당해
quality,제품2 / 실패비용,`26 목표,2026,목표,1,주차,W3,6.19184725,품질!H32,당해
quality,제품2 / 실패비용,`26 목표,2026,목표,1,주차,W4,6.19184725,품질!I32,당해
quality,제품2 / 실패비용,`26 목표,2026,목표,1,주차,W5,6.19184725,품질!J32,당해
quality,제품2 / 실패비용,`26 목표,2026,목표,2,월계,,6.02419501,품질!K32,당해
quality,제품2 / 실패비용,`26 목표,2026,목표,2,주차,W6,6.02419501,품질!L32,당해
quality,제품2 / 실패비용,`26 목표,2026,목표,2,주차,W7,6.02419501,품질!M32,당해
quality,제품2 / 실패비용,`26 목표,2026,목표,2,주차,W8,6.02419501,품질!N32,당해
quality,제품2 / 실패비용,`26 목표,2026,목표,2,주차,W9,6.02419501,품질!O32,당해
quality,제품2 / 실패비용,`26 목표,2026,목표,3,월계,,4.19704364,품질!P32,당해
quality,제품2 / 실패비용,`26 목표,2026,목표,3,주차,W10,4.19704364,품질!Q32,당해
quality,제품2 / 실패비용,`26 목표,2026,목표,3,주차,W11,4.19704364,품질!R32,당해
quality,제품2 / 실패비용,`26 목표,2026,목표,3,주차,W12,4.19704364,품질!S32,당해
quality,제품2 / 실패비용,`26 목표,2026,목표,3,주차,W13,4.19704364,품질!T32,당해
quality,제품2 / 실패비용,`26 목표,2026,목표,3,주차,W14,4.19704364,품질!U32,당해
quality,제품2 / 실패비용,`26 목표,2026,목표,4,월계,,7.68222197,품질!V32,당해
quality,제품2 / 실패비용,`26 목표,2026,목표,4,주차,W14,7.68222197,품질!W32,당해
quality,제품2 / 실패비용,`26 목표,2026,목표,4,주차,W15,7.68222197,품질!X32,당해
quality,제품2 / 실패비용,`26 목표,2026,목표,4,주차,W16,7.68222197,품질!Y32,당해
quality,제품2 / 실패비용,`26 목표,2026,목표,4,주차,W17,7.68222197,품질!Z32,당해
quality,제품2 / 실패비용,`26 목표,2026,목표,4,주차,W18,7.68222197,품질!AA32,당해
quality,제품2 / 실패비용,`26 실적,2026,실적,1,월계,,9.1466272,품질!E33,당해
quality,제품2 / 실패비용,`26 실적,2026,실적,1,주차,W1,6.19184725,품질!F33,당해
quality,제품2 / 실패비용,`26 실적,2026,실적,1,주차,W2,6.19184725,품질!G33,당해
quality,제품2 / 실패비용,`26 실적,2026,실적,1,주차,W3,6.19184725,품질!H33,당해
quality,제품2 / 실패비용,`26 실적,2026,실적,1,주차,W4,6.19184725,품질!I33,당해
quality,제품2 / 실패비용,`26 실적,2026,실적,1,주차,W5,6.19184725,품질!J33,당해
quality,제품2 / 실패비용,`26 실적,2026,실적,2,월계,,5.15879825,품질!K33,당해
quality,제품2 / 실패비용,`26 실적,2026,실적,2,주차,W6,5.15980031,품질!L33,당해
quality,제품2 / 실패비용,`26 실적,2026,실적,2,주차,W7,5.15980031,품질!M33,당해
quality,제품2 / 실패비용,`26 실적,2026,실적,2,주차,W8,6.46273023,품질!N33,당해
quality,제품2 / 실패비용,`26 실적,2026,실적,2,주차,W9,5.15980031,품질!O33,당해
quality,제품2 / 실패비용,`26 실적,2026,실적,3,월계,,1.05501938,품질!P33,당해
quality,제품2 / 실패비용,`26 실적,2026,실적,3,주차,W10,8.21955094,품질!Q33,당해
quality,제품2 / 실패비용,`26 실적,2026,실적,3,주차,W11,3.09060176,품질!R33,당해
quality,제품2 / 실패비용,`26 실적,2026,실적,3,주차,W12,6.06775649,품질!S33,당해
quality,제품2 / 실패비용,`26 실적,2026,실적,3,주차,W13,4.21834817,품질!T33,당해
quality,제품2 / 실패비용,`26 실적,2026,실적,3,주차,W14,6.06775649,품질!U33,당해
quality,제품2 / 실패비용,`26 실적,2026,실적,4,월계,,4.21834817,품질!V33,당해
quality,제품2 / 실패비용,`26 실적,2026,실적,4,주차,W14,5.00449288,품질!W33,당해
quality,제품2 / 유상수익,`25 실적,2025,실적,1,월계,,31.232932,품질!E34,전년
quality,제품2 / 유상수익,`25 실적,2025,실적,1,주차,W1,31.232932,품질!F34,전년
quality,제품2 / 유상수익,`25 실적,2025,실적,1,주차,W2,31.232932,품질!G34,전년
quality,제품2 / 유상수익,`25 실적,2025,실적,1,주차,W3,31.232932,품질!H34,전년
quality,제품2 / 유상수익,`25 실적,2025,실적,1,주차,W4,31.232932,품질!I34,전년
quality,제품2 / 유상수익,`25 실적,2025,실적,1,주차,W5,31.232932,품질!J34,전년
quality,제품2 / 유상수익,`25 실적,2025,실적,2,월계,,15.172243,품질!K34,전년
quality,제품2 / 유상수익,`25 실적,2025,실적,2,주차,W6,15.172243,품질!L34,전년
quality,제품2 / 유상수익,`25 실적,2025,실적,2,주차,W7,15.172243,품질!M34,전년
quality,제품2 / 유상수익,`25 실적,2025,실적,2,주차,W8,15.172243,품질!N34,전년
quality,제품2 / 유상수익,`25 실적,2025,실적,2,주차,W9,15.172243,품질!O34,전년
quality,제품2 / 유상수익,`25 실적,2025,실적,3,월계,,16.020866,품질!P34,전년
quality,제품2 / 유상수익,`25 실적,2025,실적,3,주차,W10,16.020866,품질!Q34,전년
quality,제품2 / 유상수익,`25 실적,2025,실적,3,주차,W11,16.020866,품질!R34,전년
quality,제품2 / 유상수익,`25 실적,2025,실적,3,주차,W12,16.020866,품질!S34,전년
quality,제품2 / 유상수익,`25 실적,2025,실적,3,주차,W13,16.020866,품질!T34,전년
quality,제품2 / 유상수익,`25 실적,2025,실적,3,주차,W14,16.020866,품질!U34,전년
quality,제품2 / 유상수익,`25 실적,2025,실적,4,월계,,14.974472,품질!V34,전년
quality,제품2 / 유상수익,`25 실적,2025,실적,4,주차,W14,14.974472,품질!W34,전년
quality,제품2 / 유상수익,`25 실적,2025,실적,4,주차,W15,14.974472,품질!X34,전년
quality,제품2 / 유상수익,`25 실적,2025,실적,4,주차,W16,14.974472,품질!Y34,전년
quality,제품2 / 유상수익,`25 실적,2025,실적,4,주차,W17,14.974472,품질!Z34,전년
quality,제품2 / 유상수익,`25 실적,2025,실적,4,주차,W18,14.974472,품질!AA34,전년
quality,제품2 / 유상수익,`26 목표,2026,목표,1,월계,,30.548457,품질!E35,당해
quality,제품2 / 유상수익,`26 목표,2026,목표,1,주차,W1,30.548457,품질!F35,당해
quality,제품2 / 유상수익,`26 목표,2026,목표,1,주차,W2,30.548457,품질!G35,당해
quality,제품2 / 유상수익,`26 목표,2026,목표,1,주차,W3,30.548457,품질!H35,당해
quality,제품2 / 유상수익,`26 목표,2026,목표,1,주차,W4,30.548457,품질!I35,당해
quality,제품2 / 유상수익,`26 목표,2026,목표,1,주차,W5,30.548457,품질!J35,당해
quality,제품2 / 유상수익,`26 목표,2026,목표,2,월계,,26.534401,품질!K35,당해
quality,제품2 / 유상수익,`26 목표,2026,목표,2,주차,W6,26.534401,품질!L35,당해
quality,제품2 / 유상수익,`26 목표,2026,목표,2,주차,W7,26.534401,품질!M35,당해
quality,제품2 / 유상수익,`26 목표,2026,목표,2,주차,W8,26.534401,품질!N35,당해
quality,제품2 / 유상수익,`26 목표,2026,목표,2,주차,W9,26.534401,품질!O35,당해
quality,제품2 / 유상수익,`26 목표,2026,목표,3,월계,,21.952771,품질!P35,당해
quality,제품2 / 유상수익,`26 목표,2026,목표,3,주차,W10,21.952771,품질!Q35,당해
quality,제품2 / 유상수익,`26 목표,2026,목표,3,주차,W11,21.952771,품질!R35,당해
quality,제품2 / 유상수익,`26 목표,2026,목표,3,주차,W12,21.952771,품질!S35,당해
quality,제품2 / 유상수익,`26 목표,2026,목표,3,주차,W13,21.952771,품질!T35,당해
quality,제품2 / 유상수익,`26 목표,2026,목표,3,주차,W14,21.952771,품질!U35,당해
quality,제품2 / 유상수익,`26 목표,2026,목표,4,월계,,30.539867,품질!V35,당해
quality,제품2 / 유상수익,`26 목표,2026,목표,4,주차,W14,30.539867,품질!W35,당해
quality,제품2 / 유상수익,`26 목표,2026,목표,4,주차,W15,30.539867,품질!X35,당해
quality,제품2 / 유상수익,`26 목표,2026,목표,4,주차,W16,30.539867,품질!Y35,당해
quality,제품2 / 유상수익,`26 목표,2026,목표,4,주차,W17,30.539867,품질!Z35,당해
quality,제품2 / 유상수익,`26 목표,2026,목표,4,주차,W18,30.539867,품질!AA35,당해
quality,제품2 / 유상수익,`26 실적,2026,실적,1,월계,,18.657365,품질!E36,당해
quality,제품2 / 유상수익,`26 실적,2026,실적,1,주차,W1,30.548457,품질!F36,당해
quality,제품2 / 유상수익,`26 실적,2026,실적,1,주차,W2,30.548457,품질!G36,당해
quality,제품2 / 유상수익,`26 실적,2026,실적,1,주차,W3,30.548457,품질!H36,당해
quality,제품2 / 유상수익,`26 실적,2026,실적,1,주차,W4,30.548457,품질!I36,당해
quality,제품2 / 유상수익,`26 실적,2026,실적,1,주차,W5,30.548457,품질!J36,당해
quality,제품2 / 유상수익,`26 실적,2026,실적,2,월계,,27.811891,품질!K36,당해
quality,제품2 / 유상수익,`26 실적,2026,실적,2,주차,W6,27.355967,품질!L36,당해
quality,제품2 / 유상수익,`26 실적,2026,실적,2,주차,W7,27.355967,품질!M36,당해
quality,제품2 / 유상수익,`26 실적,2026,실적,2,주차,W9,27.355967,품질!O36,당해
quality,제품2 / 유상수익,`26 실적,2026,실적,3,월계,,14.774193,품질!P36,당해
quality,제품2 / 유상수익,`26 실적,2026,실적,3,주차,W10,27.841758,품질!Q36,당해
quality,제품2 / 유상수익,`26 실적,2026,실적,3,주차,W11,14.467574,품질!R36,당해
quality,제품2 / 유상수익,`26 실적,2026,실적,3,주차,W12,27.953842,품질!S36,당해
quality,제품2 / 유상수익,`26 실적,2026,실적,3,주차,W13,27.953842,품질!T36,당해
quality,제품2 / 유상수익,`26 실적,2026,실적,3,주차,W14,27.953842,품질!U36,당해
quality,제품2 / 유상수익,`26 실적,2026,실적,4,월계,,33.534831,품질!V36,당해
quality,제품2 / 유상수익,`26 실적,2026,실적,4,주차,W14,18.657365,품질!W36,당해
